,term,class_number,num_people_enrolled,total_class_size,Prof Name
0,Fall 2005,CSC 203 [01 ],19,30,Katarina Dujmovic
1,Fall 2005,CSC 210 [01 ],29,40,Katarina Dujmovic
2,Fall 2005,CSC 210 [02 ],58,75,Katarina Dujmovic
3,Fall 2005,CSC 211 [01 ],24,45,Chin Wong
4,Fall 2005,CSC 212 [01 ],55,75,Daniel Tomasevich
5,Fall 2005,CSC 213 [01 ],41,43,Andrew Swan
6,Fall 2005,CSC 214 [01 ],20,40,Daniel Tomasevich
7,Fall 2005,CSC 305 [01 ],42,75,Daniel Tomasevich
8,Fall 2005,CSC 310 [01 ],61,75,Yonggang Zhao
9,Fall 2005,CSC 313 [01 ],27,40,Chin Wong
10,Fall 2005,CSC 313 [02 ],25,40,Chin Wong
11,Fall 2005,CSC 413 [01 ],21,40,Barry Levine
12,Fall 2005,CSC 413 [02 ],35,40,Barry Levine
13,Fall 2005,CSC 415 [01 ],43,40,Andrew Swan
14,Fall 2005,CSC 510 [01 ],53,75,Robert Wall
15,Fall 2005,CSC 520 [01 ],47,40,Robert Wall
16,Fall 2005,CSC 600 [01 ],24,40,Jozo Dujmovic
17,Fall 2005,CSC 600 [02 ],29,40,Jozo Dujmovic
18,Fall 2005,CSC 615 [01 ],11,30,Marguerite Murphy
19,Fall 2005,CSC 630 [01 ],26,35,Ilmi Yoon
20,Fall 2005,CSC 640 [01 ],28,25,Dragutin Petkovic
21,Fall 2005,CSC 641 [01 ],10,20,Jozo Dujmovic
22,Fall 2005,CSC 650 [01 ],38,35,Stanley Osborne
23,Fall 2005,CSC 664 [01 ],13,20,Rahul Singh
24,Fall 2005,CSC 668 [01 ],5,20,Barry Levine
25,Fall 2005,CSC 675 [01 ],15,20,Marguerite Murphy
26,Fall 2005,CSC 693 [01 ],0,25,Dragutin Petkovic
27,Fall 2005,CSC 693 [02 ],0,25,Dragutin Petkovic
28,Fall 2005,CSC 694 [01 ],1,10,Dragutin Petkovic
29,Fall 2005,CSC 694 [02 ],0,10,Dragutin Petkovic
30,Fall 2005,CSC 694 [03 ],1,10,Dragutin Petkovic
31,Fall 2005,CSC 695 [01 ],3,25,Barry Levine
32,Fall 2005,CSC 697 [01 ],0,0,To be announced
33,Fall 2005,CSC 699 [01 ],0,0,To be announced
34,Fall 2005,CSC 699 [02 ],0,0,To be announced
35,Fall 2005,CSC 699 [03 ],0,0,To be announced
36,Fall 2005,CSC 730 [01 ],23,30,Marguerite Murphy
37,Fall 2005,CSC 775 [01 ],6,15,Marguerite Murphy
38,Fall 2005,CSC 810 [01 ],27,30,Chin Wong
39,Fall 2005,CSC 835 [01 ],24,25,Arno Puder
40,Fall 2005,CSC 841 [01 ],11,15,Jozo Dujmovic
41,Fall 2005,CSC 848 [01 ],29,15,Dragutin Petkovic
42,Fall 2005,CSC 858 [01 ],14,30,Michael Goldman
43,Fall 2005,CSC 864 [01 ],18,15,Rahul Singh
44,Fall 2005,CSC 868 [01 ],9,15,Barry Levine
45,Fall 2005,CSC 870 [01 ],14,20,Rahul Singh
46,Fall 2005,CSC 893 [01 ],1,30,Dragutin Petkovic
47,Fall 2005,CSC 895 [01 ],0,0,To be announced
48,Fall 2005,CSC 897 [01 ],0,0,To be announced
49,Fall 2005,CSC 897 [02 ],0,0,To be announced
50,Fall 2005,CSC 897 [03 ],0,0,To be announced
51,Fall 2005,CSC 897 [04 ],0,0,To be announced
52,Fall 2005,CSC 898 [01 ],0,0,To be announced
53,Fall 2005,CSC 899 [01 ],0,0,To be announced
54,Fall 2005,CSC 899 [02 ],0,0,To be announced
55,Fall 2005,CSC 899 [03 ],1,0,To be announced
56,Fall 2005,CSC 897 [03 ],0,0,To be announced
57,Fall 2005,CSC 897 [04 ],0,0,To be announced
58,Fall 2005,CSC 898 [01 ],0,0,To be announced
59,Fall 2005,CSC 899 [01 ],0,0,To be announced
60,Fall 2005,CSC 899 [02 ],0,0,To be announced
61,Fall 2005,CSC 899 [03 ],1,0,To be announced
62,Fall 2005,CSC 897 [03 ],0,0,To be announced
63,Fall 2005,CSC 897 [04 ],0,0,To be announced
64,Fall 2005,CSC 898 [01 ],0,0,To be announced
65,Fall 2005,CSC 899 [01 ],0,0,To be announced
66,Fall 2005,CSC 899 [02 ],0,0,To be announced
67,Fall 2005,CSC 899 [03 ],1,0,To be announced
68,Fall 2005,CSC 897 [03 ],0,0,To be announced
69,Fall 2005,CSC 897 [04 ],0,0,To be announced
70,Fall 2005,CSC 898 [01 ],0,0,To be announced
71,Fall 2005,CSC 899 [01 ],0,0,To be announced
72,Fall 2005,CSC 899 [02 ],0,0,To be announced
73,Fall 2005,CSC 899 [03 ],1,0,To be announced
74,Spring 2006,CSC 202 [01 ],15,50,Edward Lank
75,Spring 2006,CSC 203 [01 ],24,30,Katarina Dujmovic
76,Spring 2006,CSC 205 [01 ],43,50,Lawrence Kroll
77,Spring 2006,CSC 210 [01 ],48,50,Lawrence Kroll
78,Spring 2006,CSC 210 [02 ],27,40,Katarina Dujmovic
79,Spring 2006,CSC 210 [03 ],22,40,Katarina Dujmovic
80,Spring 2006,CSC 211 [01 ],15,35,Chin Wong
81,Spring 2006,CSC 212 [01 ],43,60,Daniel Tomasevich
82,Spring 2006,CSC 213 [01 ],45,40,Andrew Swan
83,Spring 2006,CSC 305 [01 ],38,60,Daniel Tomasevich
84,Spring 2006,CSC 310 [01 ],33,75,Yonggang Zhao
85,Spring 2006,CSC 313 [01 ],17,30,Chin Wong
86,Spring 2006,CSC 313 [02 ],27,30,Chin Wong
87,Spring 2006,CSC 413 [01 ],47,40,Barry Levine
88,Spring 2006,CSC 415 [01 ],46,40,Andrew Swan
89,Spring 2006,CSC 510 [01 ],39,40,Robert Wall
90,Spring 2006,CSC 520 [01 ],39,35,Robert Wall
91,Spring 2006,CSC 600 [01 ],25,30,Jozo Dujmovic
92,Spring 2006,CSC 600 [02 ],25,30,Jozo Dujmovic
93,Spring 2006,CSC 630 [01 ],31,35,Lawrence Kroll
94,Spring 2006,CSC 639 [01 ],14,20,Sam Gill
95,Spring 2006,CSC 645 [01 ],17,35,Marguerite Murphy
96,Spring 2006,CSC 650 [01 ],38,35,Stanley Osborne
97,Spring 2006,CSC 656 [01 ],16,45,Mark Johnson
98,Spring 2006,CSC 667 [01 ],30,23,Ilmi Yoon
99,Spring 2006,CSC 668 [01 ],4,20,Barry Levine
100,Spring 2006,CSC 693 [01 ],0,25,Dragutin Petkovic
101,Spring 2006,CSC 693 [02 ],0,25,Dragutin Petkovic
102,Spring 2006,CSC 694 [01 ],0,15,Dragutin Petkovic
103,Spring 2006,CSC 694 [02 ],0,15,Dragutin Petkovic
104,Spring 2006,CSC 694 [03 ],0,15,Dragutin Petkovic
105,Spring 2006,CSC 695 [01 ],2,35,Barry Levine
106,Spring 2006,CSC 697 [01 ],0,15,To be announced
107,Spring 2006,CSC 699 [01 ],0,0,To be announced
108,Spring 2006,CSC 699 [02 ],0,0,To be announced
109,Spring 2006,CSC 699 [03 ],0,0,To be announced
110,Spring 2006,CSC 720 [01 ],19,25,Arno Puder
111,Spring 2006,CSC 745 [01 ],3,25,Marguerite Murphy
112,Spring 2006,CSC 810 [01 ],14,30,Chin Wong
113,Spring 2006,CSC 830 [01 ],8,25,Ilmi Yoon
114,Spring 2006,CSC 840 [01 ],9,35,Jozo Dujmovic
115,Spring 2006,CSC 842 [01 ],32,30,Edward Lank
116,Spring 2006,CSC 845 [01 ],10,25,Marguerite Murphy
117,Spring 2006,CSC 846 [01 ],15,35,Howard Pomerantz
118,Spring 2006,CSC 857 [01 ],19,35,Rahul Singh
119,Spring 2006,CSC 867 [01 ],14,17,Ilmi Yoon
120,Spring 2006,CSC 868 [01 ],9,15,Barry Levine
121,Spring 2006,CSC 875 [01 ],7,35,Marguerite Murphy
122,Spring 2006,CSC 893 [01 ],0,35,Dragutin Petkovic
123,Spring 2006,CSC 895 [01 ],0,0,To be announced
124,Spring 2006,CSC 897 [01 ],2,0,Jozo Dujmovic
125,Spring 2006,CSC 897 [02 ],0,0,To be announced
126,Spring 2006,CSC 897 [03 ],0,0,To be announced
127,Spring 2006,CSC 897 [04 ],0,0,To be announced
128,Spring 2006,CSC 898 [01 ],0,0,To be announced
129,Spring 2006,CSC 899 [01 ],0,0,To be announced
130,Spring 2006,CSC 899 [02 ],0,0,To be announced
131,Spring 2006,CSC 899 [03 ],0,0,To be announced
132,Spring 2006,CSC 897 [01 ],2,0,Jozo Dujmovic
133,Spring 2006,CSC 897 [02 ],0,0,To be announced
134,Spring 2006,CSC 897 [03 ],0,0,To be announced
135,Spring 2006,CSC 897 [04 ],0,0,To be announced
136,Spring 2006,CSC 898 [01 ],0,0,To be announced
137,Spring 2006,CSC 899 [01 ],0,0,To be announced
138,Spring 2006,CSC 899 [02 ],0,0,To be announced
139,Spring 2006,CSC 899 [03 ],0,0,To be announced
140,Spring 2006,CSC 897 [01 ],2,0,Jozo Dujmovic
141,Spring 2006,CSC 897 [02 ],0,0,To be announced
142,Spring 2006,CSC 897 [03 ],0,0,To be announced
143,Spring 2006,CSC 897 [04 ],0,0,To be announced
144,Spring 2006,CSC 898 [01 ],0,0,To be announced
145,Spring 2006,CSC 899 [01 ],0,0,To be announced
146,Spring 2006,CSC 899 [02 ],0,0,To be announced
147,Spring 2006,CSC 899 [03 ],0,0,To be announced
148,Spring 2006,CSC 897 [01 ],2,0,Jozo Dujmovic
149,Spring 2006,CSC 897 [02 ],0,0,To be announced
150,Spring 2006,CSC 897 [03 ],0,0,To be announced
151,Spring 2006,CSC 897 [04 ],0,0,To be announced
152,Spring 2006,CSC 898 [01 ],0,0,To be announced
153,Spring 2006,CSC 899 [01 ],0,0,To be announced
154,Spring 2006,CSC 899 [02 ],0,0,To be announced
155,Spring 2006,CSC 899 [03 ],0,0,To be announced
156,Fall 2006,CSC 101 [01 ],46,75,Kazunori Okada
157,Fall 2006,CSC 203 [01 ],20,30,Katarina Dujmovic
158,Fall 2006,CSC 209 [01 ],24,40,Tsun-Yuk Hsu
159,Fall 2006,CSC 210 [01 ],23,40,Katarina Dujmovic
160,Fall 2006,CSC 210 [02 ],30,40,Katarina Dujmovic
161,Fall 2006,CSC 210 [03 ],28,40,Katarina Dujmovic
162,Fall 2006,CSC 211 [01 ],26,40,Tsun-Yuk Hsu
163,Fall 2006,CSC 212 [01 ],36,75,Daniel Tomasevich
164,Fall 2006,CSC 213 [01 ],39,60,Robert Bierman
165,Fall 2006,CSC 217 [01 ],13,40,Daniel Tomasevich
166,Fall 2006,CSC 305 [01 ],31,75,Daniel Tomasevich
167,Fall 2006,CSC 310 [01 ],34,75,Tsun-Yuk Hsu
168,Fall 2006,CSC 313 [01 ],30,40,Ilmi Yoon
169,Fall 2006,CSC 313 [02 ],21,40,Ilmi Yoon
170,Fall 2006,CSC 338 [01 ],3,20,Lik Mui
171,Fall 2006,CSC 413 [01 ],19,30,Barry Levine
172,Fall 2006,CSC 413 [02 ],28,30,Barry Levine
173,Fall 2006,CSC 415 [01 ],31,35,Edward Cheng
174,Fall 2006,CSC 510 [01 ],35,35,Hui Yang
175,Fall 2006,CSC 520 [01 ],34,30,Robert Wall
176,Fall 2006,CSC 600 [01 ],21,30,Jozo Dujmovic
177,Fall 2006,CSC 600 [02 ],25,30,Jozo Dujmovic
178,Fall 2006,CSC 615 [01 ],10,30,Marguerite Murphy
179,Fall 2006,CSC 631 [01 ],16,35,Ilmi Yoon
180,Fall 2006,CSC 637 [01 ],11,35,Tsun-Yuk Hsu
181,Fall 2006,CSC 639 [01 ],13,20,Sam Gill
182,Fall 2006,CSC 640 [01 ],21,25,Dragutin Petkovic
183,Fall 2006,CSC 641 [01 ],7,20,Jozo Dujmovic
184,Fall 2006,CSC 650 [01 ],11,35,Stanley Osborne
185,Fall 2006,CSC 664 [01 ],7,15,Jonathan Dinerstein
186,Fall 2006,CSC 667 [Q500 ],1,20,Null
187,Fall 2006,CSC 668 [01 ],4,20,Barry Levine
188,Fall 2006,CSC 675 [01 ],16,20,Marguerite Murphy
189,Fall 2006,CSC 693 [01 ],0,25,Dragutin Petkovic
190,Fall 2006,CSC 693 [02 ],0,25,Dragutin Petkovic
191,Fall 2006,CSC 694 [01 ],1,10,Dragutin Petkovic
192,Fall 2006,CSC 694 [02 ],1,10,Dragutin Petkovic
193,Fall 2006,CSC 694 [03 ],0,10,Dragutin Petkovic
194,Fall 2006,CSC 697 [01 ],0,0,To be announced
195,Fall 2006,CSC 699 [01 ],0,0,To be announced
196,Fall 2006,CSC 699 [02 ],0,0,To be announced
197,Fall 2006,CSC 699 [03 ],0,0,To be announced
198,Fall 2006,CSC 730 [01 ],25,25,Marguerite Murphy
199,Fall 2006,CSC 775 [01 ],3,15,Marguerite Murphy
200,Fall 2006,CSC 810 [01 ],21,30,Robert Wall
201,Fall 2006,CSC 835 [01 ],33,30,Howard Pomerantz
202,Fall 2006,CSC 841 [01 ],5,15,Jozo Dujmovic
203,Fall 2006,CSC 848 [01 ],19,20,Dragutin Petkovic
204,Fall 2006,CSC 858 [01 ],13,25,Scott Weitze
205,Fall 2006,CSC 864 [01 ],11,15,Jonathan Dinerstein
206,Fall 2006,CSC 868 [01 ],7,15,Barry Levine
207,Fall 2006,CSC 893 [01 ],7,30,Dragutin Petkovic
208,Fall 2006,CSC 895 [01 ],0,0,To be announced
209,Fall 2006,CSC 897 [01 ],0,0,To be announced
210,Fall 2006,CSC 897 [02 ],0,0,To be announced
211,Fall 2006,CSC 897 [03 ],0,0,To be announced
212,Fall 2006,CSC 897 [04 ],0,0,To be announced
213,Fall 2006,CSC 898 [01 ],0,0,To be announced
214,Fall 2006,CSC 899 [01 ],0,0,To be announced
215,Fall 2006,CSC 899 [02 ],0,0,To be announced
216,Fall 2006,CSC 899 [03 ],0,0,To be announced
217,Fall 2006,CSC 868 [01 ],7,15,Barry Levine
218,Fall 2006,CSC 893 [01 ],7,30,Dragutin Petkovic
219,Fall 2006,CSC 895 [01 ],0,0,To be announced
220,Fall 2006,CSC 897 [01 ],0,0,To be announced
221,Fall 2006,CSC 897 [02 ],0,0,To be announced
222,Fall 2006,CSC 897 [03 ],0,0,To be announced
223,Fall 2006,CSC 897 [04 ],0,0,To be announced
224,Fall 2006,CSC 898 [01 ],0,0,To be announced
225,Fall 2006,CSC 899 [01 ],0,0,To be announced
226,Fall 2006,CSC 899 [02 ],0,0,To be announced
227,Fall 2006,CSC 899 [03 ],0,0,To be announced
228,Fall 2006,CSC 868 [01 ],7,15,Barry Levine
229,Fall 2006,CSC 893 [01 ],7,30,Dragutin Petkovic
230,Fall 2006,CSC 895 [01 ],0,0,To be announced
231,Fall 2006,CSC 897 [01 ],0,0,To be announced
232,Fall 2006,CSC 897 [02 ],0,0,To be announced
233,Fall 2006,CSC 897 [03 ],0,0,To be announced
234,Fall 2006,CSC 897 [04 ],0,0,To be announced
235,Fall 2006,CSC 898 [01 ],0,0,To be announced
236,Fall 2006,CSC 899 [01 ],0,0,To be announced
237,Fall 2006,CSC 899 [02 ],0,0,To be announced
238,Fall 2006,CSC 899 [03 ],0,0,To be announced
239,Fall 2006,CSC 868 [01 ],7,15,Barry Levine
240,Fall 2006,CSC 893 [01 ],7,30,Dragutin Petkovic
241,Fall 2006,CSC 895 [01 ],0,0,To be announced
242,Fall 2006,CSC 897 [01 ],0,0,To be announced
243,Fall 2006,CSC 897 [02 ],0,0,To be announced
244,Fall 2006,CSC 897 [03 ],0,0,To be announced
245,Fall 2006,CSC 897 [04 ],0,0,To be announced
246,Fall 2006,CSC 898 [01 ],0,0,To be announced
247,Fall 2006,CSC 899 [01 ],0,0,To be announced
248,Fall 2006,CSC 899 [02 ],0,0,To be announced
249,Fall 2006,CSC 899 [03 ],0,0,To be announced
250,Spring 2007,CSC 101 [01 ],42,75,Kazunori Okada
251,Spring 2007,CSC 203 [01 ],19,30,Katarina Dujmovic
252,Spring 2007,CSC 205 [01 ],37,50,Lawrence Kroll
253,Spring 2007,CSC 209 [01 ],26,40,Tsun-Yuk Hsu
254,Spring 2007,CSC 210 [01 ],40,40,Lawrence Kroll
255,Spring 2007,CSC 210 [02 ],24,40,Katarina Dujmovic
256,Spring 2007,CSC 210 [03 ],18,40,Katarina Dujmovic
257,Spring 2007,CSC 210 [04 ],24,40,Katarina Dujmovic
258,Spring 2007,CSC 211 [01 ],22,40,Tsun-Yuk Hsu
259,Spring 2007,CSC 212 [01 ],53,60,Daniel Tomasevich
260,Spring 2007,CSC 213 [01 ],26,40,Gary Thompson
261,Spring 2007,CSC 305 [01 ],22,60,Daniel Tomasevich
262,Spring 2007,CSC 310 [01 ],32,75,Tsun-Yuk Hsu
263,Spring 2007,CSC 313 [01 ],20,30,Ilmi Yoon
264,Spring 2007,CSC 313 [02 ],19,30,Ilmi Yoon
265,Spring 2007,CSC 338 [01 ],8,20,Lik Mui
266,Spring 2007,CSC 413 [01 ],21,30,Barry Levine
267,Spring 2007,CSC 413 [02 ],32,30,Barry Levine
268,Spring 2007,CSC 415 [01 ],14,30,Arno Puder
269,Spring 2007,CSC 415 [02 ],18,30,Arno Puder
270,Spring 2007,CSC 510 [01 ],31,40,Robert Wall
271,Spring 2007,CSC 520 [01 ],27,40,Robert Wall
272,Spring 2007,CSC 600 [01 ],15,30,Jozo Dujmovic
273,Spring 2007,CSC 600 [02 ],18,30,Jozo Dujmovic
274,Spring 2007,CSC 630 [01 ],27,35,Lawrence Kroll
275,Spring 2007,CSC 645 [01 ],12,20,Marguerite Murphy
276,Spring 2007,CSC 650 [01 ],17,35,Stanley Osborne
277,Spring 2007,CSC 656 [01 ],12,35,Tsun-Yuk Hsu
278,Spring 2007,CSC 667 [01 ],22,20,Ilmi Yoon
279,Spring 2007,CSC 668 [01 ],4,20,Barry Levine
280,Spring 2007,CSC 693 [01 ],0,25,Dragutin Petkovic
281,Spring 2007,CSC 693 [02 ],0,25,Dragutin Petkovic
282,Spring 2007,CSC 694 [01 ],0,15,Dragutin Petkovic
283,Spring 2007,CSC 694 [02 ],0,15,Dragutin Petkovic
284,Spring 2007,CSC 694 [03 ],0,15,Dragutin Petkovic
285,Spring 2007,CSC 695 [01 ],4,30,Barry Levine
286,Spring 2007,CSC 697 [01 ],0,15,Jozo Dujmovic
287,Spring 2007,CSC 699 [01 ],0,5,To be announced
288,Spring 2007,CSC 699 [02 ],0,5,To be announced
289,Spring 2007,CSC 699 [03 ],0,5,To be announced
290,Spring 2007,CSC 745 [01 ],4,15,Marguerite Murphy
291,Spring 2007,CSC 810 [01 ],21,30,Robert Wall
292,Spring 2007,CSC 835 [01 ],20,20,Arno Puder
293,Spring 2007,CSC 840 [01 ],6,30,Jozo Dujmovic
294,Spring 2007,CSC 842 [01 ],20,30,Jd Roberts
295,Spring 2007,CSC 845 [01 ],15,30,Marguerite Murphy
296,Spring 2007,CSC 857 [01 ],12,30,Rahul Singh
297,Spring 2007,CSC 867 [01 ],8,15,Ilmi Yoon
298,Spring 2007,CSC 868 [01 ],11,15,Barry Levine
299,Spring 2007,CSC 869 [01 ],8,30,Hui Yang
300,Spring 2007,CSC 870 [01 ],5,15,Rahul Singh
301,Spring 2007,CSC 875 [01 ],6,30,Marguerite Murphy
302,Spring 2007,CSC 893 [01 ],1,35,Dragutin Petkovic
303,Spring 2007,CSC 895 [01 ],0,5,To be announced
304,Spring 2007,CSC 897 [01 ],1,5,Jozo Dujmovic
305,Spring 2007,CSC 897 [02 ],0,5,To be announced
306,Spring 2007,CSC 897 [03 ],0,5,To be announced
307,Spring 2007,CSC 897 [04 ],0,5,To be announced
308,Spring 2007,CSC 898 [01 ],1,0,Hui Yang
309,Spring 2007,CSC 899 [01 ],0,0,To be announced
310,Spring 2007,CSC 899 [02 ],0,0,To be announced
311,Spring 2007,CSC 899 [03 ],2,0,Hui Yang
312,Spring 2007,CSC 870 [01 ],5,15,Rahul Singh
313,Spring 2007,CSC 875 [01 ],6,30,Marguerite Murphy
314,Spring 2007,CSC 893 [01 ],1,35,Dragutin Petkovic
315,Spring 2007,CSC 895 [01 ],0,5,To be announced
316,Spring 2007,CSC 897 [01 ],1,5,Jozo Dujmovic
317,Spring 2007,CSC 897 [02 ],0,5,To be announced
318,Spring 2007,CSC 897 [03 ],0,5,To be announced
319,Spring 2007,CSC 897 [04 ],0,5,To be announced
320,Spring 2007,CSC 898 [01 ],1,0,Hui Yang
321,Spring 2007,CSC 899 [01 ],0,0,To be announced
322,Spring 2007,CSC 899 [02 ],0,0,To be announced
323,Spring 2007,CSC 899 [03 ],2,0,Hui Yang
324,Spring 2007,CSC 870 [01 ],5,15,Rahul Singh
325,Spring 2007,CSC 875 [01 ],6,30,Marguerite Murphy
326,Spring 2007,CSC 893 [01 ],1,35,Dragutin Petkovic
327,Spring 2007,CSC 895 [01 ],0,5,To be announced
328,Spring 2007,CSC 897 [01 ],1,5,Jozo Dujmovic
329,Spring 2007,CSC 897 [02 ],0,5,To be announced
330,Spring 2007,CSC 897 [03 ],0,5,To be announced
331,Spring 2007,CSC 897 [04 ],0,5,To be announced
332,Spring 2007,CSC 898 [01 ],1,0,Hui Yang
333,Spring 2007,CSC 899 [01 ],0,0,To be announced
334,Spring 2007,CSC 899 [02 ],0,0,To be announced
335,Spring 2007,CSC 899 [03 ],2,0,Hui Yang
336,Spring 2007,CSC 870 [01 ],5,15,Rahul Singh
337,Spring 2007,CSC 875 [01 ],6,30,Marguerite Murphy
338,Spring 2007,CSC 893 [01 ],1,35,Dragutin Petkovic
339,Spring 2007,CSC 895 [01 ],0,5,To be announced
340,Spring 2007,CSC 897 [01 ],1,5,Jozo Dujmovic
341,Spring 2007,CSC 897 [02 ],0,5,To be announced
342,Spring 2007,CSC 897 [03 ],0,5,To be announced
343,Spring 2007,CSC 897 [04 ],0,5,To be announced
344,Spring 2007,CSC 898 [01 ],1,0,Hui Yang
345,Spring 2007,CSC 899 [01 ],0,0,To be announced
346,Spring 2007,CSC 899 [02 ],0,0,To be announced
347,Spring 2007,CSC 899 [03 ],2,0,Hui Yang
348,Fall 2007,CSC 101 [01 ],45,50,Kazunori Okada
349,Fall 2007,CSC 203 [01 ],22,30,Katarina Dujmovic
350,Fall 2007,CSC 209 [01 ],15,30,Tsun-Yuk Hsu
351,Fall 2007,CSC 210 [01 ],23,30,Ilmi Yoon
352,Fall 2007,CSC 210 [02 ],24,30,Ilmi Yoon
353,Fall 2007,CSC 210 [03 ],18,30,Katarina Dujmovic
354,Fall 2007,CSC 210 [04 ],19,30,Katarina Dujmovic
355,Fall 2007,CSC 211 [01 ],21,40,Tsun-Yuk Hsu
356,Fall 2007,CSC 212 [01 ],52,50,Daniel Tomasevich
357,Fall 2007,CSC 213 [01 ],27,30,Hui Yang
358,Fall 2007,CSC 213 [02 ],26,20,Robert Bierman
359,Fall 2007,CSC 217 [01 ],27,30,Daniel Tomasevich
360,Fall 2007,CSC 305 [01 ],28,30,Daniel Tomasevich
361,Fall 2007,CSC 310 [01 ],28,45,Tsun-Yuk Hsu
362,Fall 2007,CSC 313 [01 ],15,30,Chin Wong
363,Fall 2007,CSC 313 [02 ],19,30,Chin Wong
364,Fall 2007,CSC 338 [01 ],6,15,Lik Mui
365,Fall 2007,CSC 413 [01 ],18,30,Barry Levine
366,Fall 2007,CSC 413 [02 ],25,30,Barry Levine
367,Fall 2007,CSC 415 [01 ],22,30,Jd Roberts
368,Fall 2007,CSC 440 [01 ],11,30,Barry Levine
369,Fall 2007,CSC 510 [01 ],20,30,Hui Yang
370,Fall 2007,CSC 520 [01 ],25,30,Robert Wall
371,Fall 2007,CSC 600 [01 ],35,30,Igor Pavlin
372,Fall 2007,CSC 615 [01 ],14,30,Marguerite Murphy
373,Fall 2007,CSC 631 [01 ],15,20,Ilmi Yoon
374,Fall 2007,CSC 639 [01 ],22,17,Sam Gill
375,Fall 2007,CSC 640 [01 ],14,25,Dragutin Petkovic
376,Fall 2007,CSC 651 [01 ],23,30,Stanley Osborne
377,Fall 2007,CSC 664 [01 ],7,15,Rahul Singh
378,Fall 2007,CSC 675 [01 ],14,15,Marguerite Murphy
379,Fall 2007,CSC 693 [01 ],0,25,Dragutin Petkovic
380,Fall 2007,CSC 693 [02 ],0,25,Dragutin Petkovic
381,Fall 2007,CSC 694 [01 ],0,10,Dragutin Petkovic
382,Fall 2007,CSC 694 [02 ],1,10,Dragutin Petkovic
383,Fall 2007,CSC 694 [03 ],0,10,Dragutin Petkovic
384,Fall 2007,CSC 697 [01 ],0,0,To be announced
385,Fall 2007,CSC 699 [01 ],0,0,To be announced
386,Fall 2007,CSC 699 [02 ],0,0,To be announced
387,Fall 2007,CSC 699 [03 ],0,0,To be announced
388,Fall 2007,CSC 730 [01 ],20,20,Marguerite Murphy
389,Fall 2007,CSC 775 [01 ],6,15,Marguerite Murphy
390,Fall 2007,CSC 810 [01 ],20,30,Chin Wong
391,Fall 2007,CSC 831 [01 ],4,10,Ilmi Yoon
392,Fall 2007,CSC 835 [01 ],19,25,Arno Puder
393,Fall 2007,CSC 848 [01 ],23,15,Dragutin Petkovic
394,Fall 2007,CSC 858 [01 ],5,30,Scott Weitze
395,Fall 2007,CSC 864 [01 ],14,15,Rahul Singh
396,Fall 2007,CSC 872 [01 ],15,20,Kazunori Okada
397,Fall 2007,CSC 893 [01 ],8,30,Dragutin Petkovic
398,Fall 2007,CSC 895 [01 ],0,0,To be announced
399,Fall 2007,CSC 897 [01 ],0,0,To be announced
400,Fall 2007,CSC 897 [02 ],0,0,To be announced
401,Fall 2007,CSC 897 [03 ],0,0,To be announced
402,Fall 2007,CSC 897 [04 ],0,0,To be announced
403,Fall 2007,CSC 898 [01 ],0,0,To be announced
404,Fall 2007,CSC 899 [01 ],0,0,To be announced
405,Fall 2007,CSC 899 [02 ],0,0,To be announced
406,Fall 2007,CSC 899 [03 ],0,0,To be announced
407,Fall 2007,CSC 895 [01 ],0,0,To be announced
408,Fall 2007,CSC 897 [01 ],0,0,To be announced
409,Fall 2007,CSC 897 [02 ],0,0,To be announced
410,Fall 2007,CSC 897 [03 ],0,0,To be announced
411,Fall 2007,CSC 897 [04 ],0,0,To be announced
412,Fall 2007,CSC 898 [01 ],0,0,To be announced
413,Fall 2007,CSC 899 [01 ],0,0,To be announced
414,Fall 2007,CSC 899 [02 ],0,0,To be announced
415,Fall 2007,CSC 899 [03 ],0,0,To be announced
416,Fall 2007,CSC 895 [01 ],0,0,To be announced
417,Fall 2007,CSC 897 [01 ],0,0,To be announced
418,Fall 2007,CSC 897 [02 ],0,0,To be announced
419,Fall 2007,CSC 897 [03 ],0,0,To be announced
420,Fall 2007,CSC 897 [04 ],0,0,To be announced
421,Fall 2007,CSC 898 [01 ],0,0,To be announced
422,Fall 2007,CSC 899 [01 ],0,0,To be announced
423,Fall 2007,CSC 899 [02 ],0,0,To be announced
424,Fall 2007,CSC 899 [03 ],0,0,To be announced
425,Fall 2007,CSC 895 [01 ],0,0,To be announced
426,Fall 2007,CSC 897 [01 ],0,0,To be announced
427,Fall 2007,CSC 897 [02 ],0,0,To be announced
428,Fall 2007,CSC 897 [03 ],0,0,To be announced
429,Fall 2007,CSC 897 [04 ],0,0,To be announced
430,Fall 2007,CSC 898 [01 ],0,0,To be announced
431,Fall 2007,CSC 899 [01 ],0,0,To be announced
432,Fall 2007,CSC 899 [02 ],0,0,To be announced
433,Fall 2007,CSC 899 [03 ],0,0,To be announced
434,Spring 2008,CSC 101 [01 ],44,50,Lawrence Kroll
435,Spring 2008,CSC 203 [01 ],25,30,Katarina Dujmovic
436,Spring 2008,CSC 206 [01 ],15,30,Brian Zambrano
437,Spring 2008,CSC 210 [01 ],27,30,Lawrence Kroll
438,Spring 2008,CSC 210 [02 ],16,30,Katarina Dujmovic
439,Spring 2008,CSC 210 [03 ],18,30,Katarina Dujmovic
