,term,class_number,num_people_enrolled,total_class_size,Prof Name
1434,Fall 2014,CSC 780 [01 ],19,20,Arno Puder
1435,Fall 2014,CSC 810 [01 ],22,20,Chin Wong
1436,Fall 2014,CSC 848 [01 ],14,25,Marc Sosnick
1437,Fall 2014,CSC 849 [01 ],10,20,Anagha Kulkarni
1438,Fall 2014,CSC 857 [01 ],8,15,Rahul Singh
1439,Fall 2014,CSC 867 [01 ],7,20,Jd Roberts
1440,Fall 2014,CSC 872 [01 ],26,20,$192.00 
1441,Fall 2014,CSC 890 [01 ],14,15,$89.95 
1442,Fall 2014,CSC 893 [01 ],0,10,Dragutin Petkovic
1443,Fall 2014,CSC 895 [01 ],0,0,To be announced
1444,Fall 2014,CSC 897 [01 ],0,0,To be announced
1445,Fall 2014,CSC 898 [01 ],0,0,To be announced
1446,Fall 2014,CSC 899 [03 ],0,0,To be announced
1447,Fall 2014,CSC 899 [03 ],0,0,To be announced
1448,Fall 2014,CSC 899 [03 ],0,0,To be announced
1449,Fall 2014,CSC 899 [03 ],0,0,To be announced
1450,Spring 2015,CSC 210 [01 ],49,40,Anthony Souza
1451,Spring 2015,CSC 210 [02 ],43,40,Marc Sosnick
1452,Spring 2015,CSC 210 [03 ],47,40,Anthony Souza
1453,Spring 2015,CSC 210 [04 ],76,70,Teague Sterling
1454,Spring 2015,CSC 211 [01 ],42,40,Chin Wong
1455,Spring 2015,CSC 220 [01 ],63,75,Chin Wong
1456,Spring 2015,CSC 220 [02 ],36,40,Chin Wong
1457,Spring 2015,CSC 220 [03 ],42,75,Jonathan Olson
1458,Spring 2015,CSC 230 [01 ],64,60,Daniel Tomasevich
1459,Spring 2015,CSC 230 [02 ],59,60,Kazunori Okada
1460,Spring 2015,CSC 256 [01 ],37,70,Marc Sosnick
1461,Spring 2015,CSC 256 [02 ],42,40,Marc Sosnick
1462,Spring 2015,CSC 300GW [01 ],25,25,Daniel Tomasevich
1463,Spring 2015,CSC 300GW [02 ],25,25,Daniel Tomasevich
1464,Spring 2015,CSC 300GW [03 ],25,25,Daniel Tomasevich
1465,Spring 2015,CSC 300GW [04 ],25,25,Daniel Tomasevich
1466,Spring 2015,CSC 309 [01 ],37,40,Ryan Eshleman
1467,Spring 2015,CSC 340 [01 ],61,60,Hui Yang
1468,Spring 2015,CSC 340 [02 ],64,60,Hui Yang
1469,Spring 2015,CSC 340 [03 ],27,60,Jd Roberts
1470,Spring 2015,CSC 412 [01 ],41,40,Anthony Souza
1471,Spring 2015,CSC 412 [02 ],39,40,Anthony Souza
1472,Spring 2015,CSC 412 [03 ],43,40,Anthony Souza
1473,Spring 2015,CSC 413 [01 ],39,45,Ilmi Yoon
1474,Spring 2015,CSC 413 [02 ],12,70,Barry Levine
1475,Spring 2015,CSC 413 [03 ],70,70,Marc Sosnick
1476,Spring 2015,CSC 415 [01 ],64,70,Cassidy Kelly
1477,Spring 2015,CSC 415 [02 ],24,40,Cassidy Kelly
1478,Spring 2015,CSC 510 [01 ],62,65,Robert Wall
1479,Spring 2015,CSC 510 [03 ],18,40,Robert Wall
1480,Spring 2015,CSC 520 [01 ],66,65,Marc Sosnick
1481,Spring 2015,CSC 600 [01 ],62,60,Jd Roberts
1482,Spring 2015,CSC 621 [01 ],27,25,Kazunori Okada
1483,Spring 2015,CSC 631 [01 ],24,25,Ilmi Yoon
1484,Spring 2015,CSC 648 [01 ],54,45,Marc Sosnick
1485,Spring 2015,CSC 656 [01 ],35,70,Tsun-Yuk Hsu
1486,Spring 2015,CSC 668 [01 ],16,25,Barry Levine
1487,Spring 2015,CSC 690 [01 ],25,20,Tsun-Yuk Hsu
1488,Spring 2015,CSC 694 [01 ],0,15,Dragutin Petkovic
1489,Spring 2015,CSC 699 [01 ],0,15,To be announced
1490,Spring 2015,CSC 720 [01 ],17,20,Arno Puder
1491,Spring 2015,CSC 810 [01 ],20,20,Chin Wong
1492,Spring 2015,CSC 821 [01 ],12,15,Kazunori Okada
1493,Spring 2015,CSC 831 [01 ],13,15,Ilmi Yoon
1494,Spring 2015,CSC 848 [01 ],12,15,Marc Sosnick
1495,Spring 2015,CSC 868 [01 ],13,15,Barry Levine
1496,Spring 2015,CSC 869 [01 ],13,15,Hui Yang
1497,Spring 2015,CSC 890 [01 ],5,15,Rahul Singh
1498,Spring 2015,CSC 890 [02 ],13,15,Barry Levine
1499,Spring 2015,CSC 893 [01 ],1,15,Dragutin Petkovic
1500,Spring 2015,CSC 895 [01 ],0,5,To be announced
1501,Spring 2015,CSC 897 [01 ],0,5,To be announced
1502,Spring 2015,CSC 898 [01 ],0,5,To be announced
1503,Spring 2015,CSC 899 [01 ],0,10,To be announced
1504,Spring 2015,CSC 895 [01 ],0,5,To be announced
1505,Spring 2015,CSC 897 [01 ],0,5,To be announced
1506,Spring 2015,CSC 898 [01 ],0,5,To be announced
1507,Spring 2015,CSC 899 [01 ],0,10,To be announced
1508,Spring 2015,CSC 895 [01 ],0,5,To be announced
1509,Spring 2015,CSC 897 [01 ],0,5,To be announced
1510,Spring 2015,CSC 898 [01 ],0,5,To be announced
1511,Spring 2015,CSC 899 [01 ],0,10,To be announced
1512,Spring 2015,CSC 895 [01 ],0,5,To be announced
1513,Spring 2015,CSC 897 [01 ],0,5,To be announced
1514,Spring 2015,CSC 898 [01 ],0,5,To be announced
1515,Spring 2015,CSC 899 [01 ],0,10,To be announced
1516,Fall 2015,CSC 210 [01 ],77,70,Anthony Souza
1517,Fall 2015,CSC 210 [02 ],77,70,Anthony Souza
1518,Fall 2015,CSC 210 [03 ],64,70,Lowell Milliken
1519,Fall 2015,CSC 210 [04 ],79,70,Benjamin Saylor
1520,Fall 2015,CSC 211 [01 ],41,40,Chin Wong
1521,Fall 2015,CSC 220 [01 ],44,40,Chin Wong
1522,Fall 2015,CSC 220 [02 ],44,40,Chin Wong
1523,Fall 2015,CSC 220 [03 ],55,55,Denzil Sikka
1524,Fall 2015,CSC 230 [01 ],43,40,Kazunori Okada
1525,Fall 2015,CSC 230 [02 ],41,40,Kazunori Okada
1526,Fall 2015,CSC 230 [03 ],43,49,Daniel Tomasevich
1527,Fall 2015,CSC 256 [01 ],67,70,Marc Sosnick
1528,Fall 2015,CSC 256 [02 ],47,70,Marc Sosnick
1529,Fall 2015,CSC 300GW [01 ],25,25,Daniel Tomasevich
1530,Fall 2015,CSC 300GW [02 ],24,25,Daniel Tomasevich
1531,Fall 2015,CSC 300GW [03 ],25,25,Daniel Tomasevich
1532,Fall 2015,CSC 300GW [04 ],25,25,Daniel Tomasevich
1533,Fall 2015,CSC 340 [01 ],75,60,Jonathan Potter
1534,Fall 2015,CSC 340 [02 ],58,55,Jd Roberts
1535,Fall 2015,CSC 412 [01 ],35,40,Anthony Souza
1536,Fall 2015,CSC 412 [02 ],23,40,Anthony Souza
1537,Fall 2015,CSC 412 [03 ],47,40,Anthony Souza
1538,Fall 2015,CSC 413 [01 ],14,40,Ilmi Yoon
1539,Fall 2015,CSC 413 [02 ],26,55,Ilmi Yoon
1540,Fall 2015,CSC 413 [03 ],67,70,Marc Sosnick
1541,Fall 2015,CSC 415 [01 ],53,55,Hao Yue
1542,Fall 2015,CSC 415 [02 ],40,40,Jonathan Potter
1543,Fall 2015,CSC 510 [01 ],45,40,Robert Wall
1544,Fall 2015,CSC 510 [02 ],53,55,Robert Wall
1545,Fall 2015,CSC 520 [01 ],64,55,Marc Sosnick
1546,Fall 2015,CSC 520 [02 ],34,55,Matthew Pico
1547,Fall 2015,CSC 600 [01 ],41,40,Jozo Dujmovic
1548,Fall 2015,CSC 600 [02 ],54,55,Jozo Dujmovic
1549,Fall 2015,CSC 641 [01 ],12,20,Jozo Dujmovic
1550,Fall 2015,CSC 648 [01 ],37,25,Marc Sosnick
1551,Fall 2015,CSC 648 [02 ],23,25,Marc Sosnick
1552,Fall 2015,CSC 650 [01 ],48,50,Hao Yue
1553,Fall 2015,CSC 667 [01 ],47,30,Jd Roberts
1554,Fall 2015,CSC 675 [01 ],38,20,Anagha Kulkarni
1555,Fall 2015,CSC 675 [02 ],17,20,Courtney Brown
1556,Fall 2015,CSC 693 [01 ],0,10,To be announced
1557,Fall 2015,CSC 694 [01 ],0,36,To be announced
1558,Fall 2015,CSC 699 [01 ],0,15,To be announced
1559,Fall 2015,CSC 720 [01 ],17,20,Oum-El-Kheir Benkahla
1560,Fall 2015,CSC 746 [01 ],14,20,Tsun-Yuk Hsu
1561,Fall 2015,CSC 775 [01 ],6,15,Anagha Kulkarni
1562,Fall 2015,CSC 775 [02 ],6,15,Courtney Brown
1563,Fall 2015,CSC 780 [01 ],21,19,Arno Puder
1564,Fall 2015,CSC 810 [01 ],29,20,Chin Wong
1565,Fall 2015,CSC 841 [01 ],1,15,Jozo Dujmovic
1566,Fall 2015,CSC 848 [01 ],12,15,Marc Sosnick
1567,Fall 2015,CSC 848 [02 ],15,15,Marc Sosnick
1568,Fall 2015,CSC 849 [01 ],6,20,Anagha Kulkarni
1569,Fall 2015,CSC 857 [01 ],8,15,Rahul Singh
1570,Fall 2015,CSC 867 [01 ],21,20,Jd Roberts
1571,Fall 2015,CSC 872 [01 ],23,20,Kazunori Okada
1572,Fall 2015,CSC 893 [01 ],1,10,Dragutin Petkovic
1573,Fall 2015,CSC 895 [01 ],0,0,To be announced
1574,Fall 2015,CSC 897 [01 ],0,24,To be announced
1575,Fall 2015,CSC 898 [01 ],0,0,To be announced
1576,Fall 2015,CSC 899 [01 ],0,15,To be announced
1577,Fall 2015,CSC 848 [01 ],12,15,Marc Sosnick
1578,Fall 2015,CSC 848 [02 ],15,15,Marc Sosnick
1579,Fall 2015,CSC 849 [01 ],6,20,Anagha Kulkarni
1580,Fall 2015,CSC 857 [01 ],8,15,Rahul Singh
1581,Fall 2015,CSC 867 [01 ],21,20,Jd Roberts
1582,Fall 2015,CSC 872 [01 ],23,20,Kazunori Okada
1583,Fall 2015,CSC 893 [01 ],1,10,Dragutin Petkovic
1584,Fall 2015,CSC 895 [01 ],0,0,To be announced
1585,Fall 2015,CSC 897 [01 ],0,24,To be announced
1586,Fall 2015,CSC 898 [01 ],0,0,To be announced
1587,Fall 2015,CSC 899 [01 ],0,15,To be announced
1588,Fall 2015,CSC 848 [01 ],12,15,Marc Sosnick
1589,Fall 2015,CSC 848 [02 ],15,15,Marc Sosnick
1590,Fall 2015,CSC 849 [01 ],6,20,Anagha Kulkarni
1591,Fall 2015,CSC 857 [01 ],8,15,Rahul Singh
1592,Fall 2015,CSC 867 [01 ],21,20,Jd Roberts
1593,Fall 2015,CSC 872 [01 ],23,20,Kazunori Okada
1594,Fall 2015,CSC 893 [01 ],1,10,Dragutin Petkovic
1595,Fall 2015,CSC 895 [01 ],0,0,To be announced
1596,Fall 2015,CSC 897 [01 ],0,24,To be announced
1597,Fall 2015,CSC 898 [01 ],0,0,To be announced
1598,Fall 2015,CSC 899 [01 ],0,15,To be announced
1599,Fall 2015,CSC 848 [01 ],12,15,Marc Sosnick
1600,Fall 2015,CSC 848 [02 ],15,15,Marc Sosnick
1601,Fall 2015,CSC 849 [01 ],6,20,Anagha Kulkarni
1602,Fall 2015,CSC 857 [01 ],8,15,Rahul Singh
1603,Fall 2015,CSC 867 [01 ],21,20,Jd Roberts
1604,Fall 2015,CSC 872 [01 ],23,20,Kazunori Okada
1605,Fall 2015,CSC 893 [01 ],1,10,Dragutin Petkovic
1606,Fall 2015,CSC 895 [01 ],0,0,To be announced
1607,Fall 2015,CSC 897 [01 ],0,24,To be announced
1608,Fall 2015,CSC 898 [01 ],0,0,To be announced
1609,Fall 2015,CSC 899 [01 ],0,15,To be announced
1610,Spring 2016,CSC 210 [01 ],65,55,Anagha Kulkarni
1611,Spring 2016,CSC 210 [02 ],69,60,Anthony Souza
1612,Spring 2016,CSC 210 [03 ],71,60,Anthony Souza
1613,Spring 2016,CSC 210 [04 ],59,55,Lowell Milliken
1614,Spring 2016,CSC 210 [05 ],57,55,Benjamin Saylor
1615,Spring 2016,CSC 211 [01 ],38,40,Chin Wong
1616,Spring 2016,CSC 220 [01 ],40,40,Chin Wong
1617,Spring 2016,CSC 220 [02 ],38,40,Chin Wong
1618,Spring 2016,CSC 220 [03 ],56,55,Veronica Yuen
1619,Spring 2016,CSC 220 [04 ],23,40,Jie Dong
1620,Spring 2016,CSC 230 [01 ],38,40,Kazunori Okada
1621,Spring 2016,CSC 230 [02 ],34,40,Kazunori Okada
1622,Spring 2016,CSC 230 [03 ],53,55,Daniel Tomasevich
1623,Spring 2016,CSC 256 [01 ],39,40,Marc Sosnick
1624,Spring 2016,CSC 256 [02 ],49,55,Marc Sosnick
1625,Spring 2016,CSC 300GW [01 ],24,25,Daniel Tomasevich
1626,Spring 2016,CSC 300GW [02 ],25,25,Daniel Tomasevich
1627,Spring 2016,CSC 300GW [03 ],25,25,Daniel Tomasevich
1628,Spring 2016,CSC 300GW [04 ],25,25,Daniel Tomasevich
1629,Spring 2016,CSC 309 [01 ],30,55,Andrew Scott
1630,Spring 2016,CSC 340 [01 ],61,55,Jonathan Potter
1631,Spring 2016,CSC 340 [02 ],34,55,Jd Roberts
1632,Spring 2016,CSC 340 [03 ],54,55,Omar Shaikh
1633,Spring 2016,CSC 412 [01 ],33,40,Anthony Souza
1634,Spring 2016,CSC 412 [02 ],40,40,Anthony Souza
1635,Spring 2016,CSC 412 [03 ],43,40,Anthony Souza
1636,Spring 2016,CSC 413 [01 ],42,40,Ilmi Yoon
1637,Spring 2016,CSC 413 [02 ],21,40,Barry Levine
1638,Spring 2016,CSC 413 [03 ],51,55,Marc Sosnick
1639,Spring 2016,CSC 415 [01 ],58,50,John Baldwin
1640,Spring 2016,CSC 415 [02 ],46,50,Michael Fuhrman
1641,Spring 2016,CSC 510 [01 ],45,40,Robert Wall
1642,Spring 2016,CSC 510 [02 ],68,55,Robert Wall
1643,Spring 2016,CSC 520 [01 ],66,55,Matthew Pico
1644,Spring 2016,CSC 600 [01 ],40,55,Jozo Dujmovic
1645,Spring 2016,CSC 600 [02 ],41,40,Jozo Dujmovic
1646,Spring 2016,CSC 621 [01 ],18,25,Kazunori Okada
1647,Spring 2016,CSC 631 [01 ],27,25,Ilmi Yoon
1648,Spring 2016,CSC 645 [01 ],25,25,Hao Yue
1649,Spring 2016,CSC 648 [01 ],48,40,Marc Sosnick
1650,Spring 2016,CSC 650 [01 ],36,50,Hao Yue
1651,Spring 2016,CSC 656 [01 ],39,50,Tsun-Yuk Hsu
1652,Spring 2016,CSC 667 [01 ],37,30,Jd Roberts
1653,Spring 2016,CSC 668 [01 ],26,35,Barry Levine
1654,Spring 2016,CSC 675 [01 ],33,30,Anagha Kulkarni
1655,Spring 2016,CSC 675 [02 ],28,20,JoAnne Strickland
1656,Spring 2016,CSC 694 [01 ],1,15,Tsun-Yuk Hsu
1657,Spring 2016,CSC 699 [01 ],0,15,To be announced
1658,Spring 2016,CSC 720 [01 ],30,20,Arno Puder
1659,Spring 2016,CSC 745 [01 ],9,15,Hao Yue
1660,Spring 2016,CSC 775 [01 ],8,10,Anagha Kulkarni
1661,Spring 2016,CSC 775 [02 ],15,15,JoAnne Strickland
1662,Spring 2016,CSC 810 [01 ],12,20,Chin Wong
1663,Spring 2016,CSC 821 [01 ],11,15,Kazunori Okada
1664,Spring 2016,CSC 831 [01 ],9,15,Ilmi Yoon
1665,Spring 2016,CSC 840 [01 ],9,20,Jozo Dujmovic
1666,Spring 2016,CSC 848 [01 ],9,15,Marc Sosnick
1667,Spring 2016,CSC 867 [01 ],4,10,Jd Roberts
1668,Spring 2016,CSC 868 [01 ],21,20,Barry Levine
1669,Spring 2016,CSC 890 [01 ],8,40,Rahul Singh
1670,Spring 2016,CSC 890 [02 ],6,20,Barry Levine
1671,Spring 2016,CSC 893 [01 ],0,15,To be announced
1672,Spring 2016,CSC 895 [01 ],0,5,To be announced
1673,Spring 2016,CSC 897 [01 ],0,5,To be announced
1674,Spring 2016,CSC 898 [01 ],0,5,To be announced
1675,Spring 2016,CSC 899 [01 ],0,10,To be announced
1676,Spring 2016,CSC 775 [01 ],8,10,Anagha Kulkarni
1677,Spring 2016,CSC 775 [02 ],15,15,JoAnne Strickland
1678,Spring 2016,CSC 810 [01 ],12,20,Chin Wong
1679,Spring 2016,CSC 821 [01 ],11,15,Kazunori Okada
1680,Spring 2016,CSC 831 [01 ],9,15,Ilmi Yoon
1681,Spring 2016,CSC 840 [01 ],9,20,Jozo Dujmovic
1682,Spring 2016,CSC 848 [01 ],9,15,Marc Sosnick
1683,Spring 2016,CSC 867 [01 ],4,10,Jd Roberts
1684,Spring 2016,CSC 868 [01 ],21,20,Barry Levine
1685,Spring 2016,CSC 890 [01 ],8,40,Rahul Singh
1686,Spring 2016,CSC 890 [02 ],6,20,Barry Levine
1687,Spring 2016,CSC 893 [01 ],0,15,To be announced
1688,Spring 2016,CSC 895 [01 ],0,5,To be announced
1689,Spring 2016,CSC 897 [01 ],0,5,To be announced
1690,Spring 2016,CSC 898 [01 ],0,5,To be announced
1691,Spring 2016,CSC 899 [01 ],0,10,To be announced
1692,Spring 2016,CSC 775 [01 ],8,10,Anagha Kulkarni
1693,Spring 2016,CSC 775 [02 ],15,15,JoAnne Strickland
1694,Spring 2016,CSC 810 [01 ],12,20,Chin Wong
1695,Spring 2016,CSC 821 [01 ],11,15,Kazunori Okada
1696,Spring 2016,CSC 831 [01 ],9,15,Ilmi Yoon
1697,Spring 2016,CSC 840 [01 ],9,20,Jozo Dujmovic
1698,Spring 2016,CSC 848 [01 ],9,15,Marc Sosnick
1699,Spring 2016,CSC 867 [01 ],4,10,Jd Roberts
1700,Spring 2016,CSC 868 [01 ],21,20,Barry Levine
1701,Spring 2016,CSC 890 [01 ],8,40,Rahul Singh
1702,Spring 2016,CSC 890 [02 ],6,20,Barry Levine
1703,Spring 2016,CSC 893 [01 ],0,15,To be announced
1704,Spring 2016,CSC 895 [01 ],0,5,To be announced
1705,Spring 2016,CSC 897 [01 ],0,5,To be announced
1706,Spring 2016,CSC 898 [01 ],0,5,To be announced
1707,Spring 2016,CSC 899 [01 ],0,10,To be announced
1708,Spring 2016,CSC 775 [01 ],8,10,Anagha Kulkarni
1709,Spring 2016,CSC 775 [02 ],15,15,JoAnne Strickland
1710,Spring 2016,CSC 810 [01 ],12,20,Chin Wong
1711,Spring 2016,CSC 821 [01 ],11,15,Kazunori Okada
1712,Spring 2016,CSC 831 [01 ],9,15,Ilmi Yoon
1713,Spring 2016,CSC 840 [01 ],9,20,Jozo Dujmovic
1714,Spring 2016,CSC 848 [01 ],9,15,Marc Sosnick
1715,Spring 2016,CSC 867 [01 ],4,10,Jd Roberts
1716,Spring 2016,CSC 868 [01 ],21,20,Barry Levine
1717,Spring 2016,CSC 890 [01 ],8,40,Rahul Singh
1718,Spring 2016,CSC 890 [02 ],6,20,Barry Levine
1719,Spring 2016,CSC 893 [01 ],0,15,To be announced
1720,Spring 2016,CSC 895 [01 ],0,5,To be announced
1721,Spring 2016,CSC 897 [01 ],0,5,To be announced
1722,Spring 2016,CSC 898 [01 ],0,5,To be announced
1723,Spring 2016,CSC 899 [01 ],0,10,To be announced
1724,Fall 2017,CSC 210 [01 ],70,50,Duc Ta
1725,Fall 2017,CSC 210 [02 ],58,50,Yordanos Mogos
1726,Fall 2017,CSC 210 [03 ],68,50,Trevor Gokey
1727,Fall 2017,CSC 210 [04 ],49,50,Christopher Erwin
1728,Fall 2017,CSC 211 [01 ],31,40,Chin Wong
1729,Fall 2017,CSC 220 [01 ],45,40,Chin Wong
1730,Fall 2017,CSC 220 [02 ],43,40,Chin Wong
1731,Fall 2017,CSC 220 [03 ],49,45,Duc Ta
1732,Fall 2017,CSC 220 [04 ],51,50,Premdeep Amudala
1733,Fall 2017,CSC 230 [01 ],52,45,Kazunori Okada
1734,Fall 2017,CSC 230 [02 ],47,40,Kazunori Okada
1735,Fall 2017,CSC 230 [03 ],42,40,Daniel Tomasevich
1736,Fall 2017,CSC 256 [01 ],59,60,Premdeep Amudala
1737,Fall 2017,CSC 256 [02 ],61,60,Premdeep Amudala
1738,Fall 2017,CSC 300GW [01 ],31,25,Daniel Tomasevich
1739,Fall 2017,CSC 300GW [02 ],30,25,Daniel Tomasevich
1740,Fall 2017,CSC 300GW [03 ],30,25,Daniel Tomasevich
1741,Fall 2017,CSC 300GW [04 ],29,25,Daniel Tomasevich
1742,Fall 2017,CSC 340 [01 ],44,45,Hui Yang
1743,Fall 2017,CSC 340 [02 ],44,45,Hui Yang
1744,Fall 2017,CSC 340 [03 ],51,50,Brook Thomas
1745,Fall 2017,CSC 340 [04 ],56,40,Brook Thomas
1746,Fall 2017,CSC 340 [05 ],39,50,Premdeep Amudala
1747,Fall 2017,CSC 412 [01 ],43,40,Tsun-Yuk Hsu
1748,Fall 2017,CSC 412 [02 ],45,40,Tsun-Yuk Hsu
1749,Fall 2017,CSC 412 [03 ],43,40,Tsun-Yuk Hsu
1750,Fall 2017,CSC 412 [04 ],44,40,Tsun-Yuk Hsu
1751,Fall 2017,CSC 413 [01 ],38,40,Anthony Souza
1752,Fall 2017,CSC 413 [02 ],46,45,Anthony Souza
1753,Fall 2017,CSC 413 [03 ],18,45,Jd Roberts
1754,Fall 2017,CSC 413 [04 ],30,45,Brian Parra
1755,Fall 2017,CSC 415 [01 ],41,50,Hao Yue
1756,Fall 2017,CSC 415 [02 ],53,50,Anthony Souza
1757,Fall 2017,CSC 510 [01 ],38,45,Robert Wall
1758,Fall 2017,CSC 510 [02 ],47,60,Robert Wall
1759,Fall 2017,CSC 510 [03 ],11,40,Trevor Gokey
1760,Fall 2017,CSC 520 [01 ],59,60,Matthew Pico
1761,Fall 2017,CSC 600 [01 ],33,40,Jozo Dujmovic
1762,Fall 2017,CSC 600 [02 ],43,60,Jozo Dujmovic
1763,Fall 2017,CSC 600 [03 ],43,40,Anthony Souza
1764,Fall 2017,CSC 641 [01 ],27,30,Jozo Dujmovic
1765,Fall 2017,CSC 645 [01 ],29,35,Hao Yue
1766,Fall 2017,CSC 648 [01 ],35,35,Anthony Souza
1767,Fall 2017,CSC 648 [02 ],41,35,Anthony Souza
1768,Fall 2017,CSC 667 [01 ],40,45,Jd Roberts
1769,Fall 2017,CSC 675 [01 ],46,40,Anagha Kulkarni
1770,Fall 2017,CSC 675 [02 ],38,40,Maryam Hasan
1771,Fall 2017,CSC 690 [01 ],32,50,Tsun-Yuk Hsu
1772,Fall 2017,CSC 694 [01 ],0,36,To be announced
1773,Fall 2017,CSC 699 [01 ],0,15,To be announced
1774,Fall 2017,CSC 720 [01 ],12,20,Arno Puder
1775,Fall 2017,CSC 745 [01 ],7,10,Hao Yue
1776,Fall 2017,CSC 775 [01 ],5,10,Anagha Kulkarni
1777,Fall 2017,CSC 775 [02 ],1,10,Maryam Hasan
1778,Fall 2017,CSC 780 [01 ],13,20,Christopher Kriese
1779,Fall 2017,CSC 810 [01 ],29,40,Chin Wong
1780,Fall 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
1781,Fall 2017,CSC 848 [01 ],3,5,Anthony Souza
1782,Fall 2017,CSC 848 [02 ],7,10,Anthony Souza
1783,Fall 2017,CSC 857 [01 ],6,20,Rahul Singh
1784,Fall 2017,CSC 867 [01 ],12,10,Jd Roberts
1785,Fall 2017,CSC 872 [01 ],19,20,Kazunori Okada
1786,Fall 2017,CSC 877 [01 ],8,20,Rahul Singh
1787,Fall 2017,CSC 890 [01 ],13,20,Hui Yang
1788,Fall 2017,CSC 893 [01 ],0,10,To be announced
1789,Fall 2017,CSC 895 [01 ],0,0,To be announced
1790,Fall 2017,CSC 897 [01 ],0,24,To be announced
1791,Fall 2017,CSC 898 [01 ],0,0,To be announced
1792,Fall 2017,CSC 899 [01 ],0,15,To be announced
1793,Fall 2017,CSC 720 [01 ],12,20,Arno Puder
1794,Fall 2017,CSC 745 [01 ],7,10,Hao Yue
1795,Fall 2017,CSC 775 [01 ],5,10,Anagha Kulkarni
1796,Fall 2017,CSC 775 [02 ],1,10,Maryam Hasan
1797,Fall 2017,CSC 780 [01 ],13,20,Christopher Kriese
1798,Fall 2017,CSC 810 [01 ],29,40,Chin Wong
1799,Fall 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
1800,Fall 2017,CSC 848 [01 ],3,5,Anthony Souza
1801,Fall 2017,CSC 848 [02 ],7,10,Anthony Souza
1802,Fall 2017,CSC 857 [01 ],6,20,Rahul Singh
1803,Fall 2017,CSC 867 [01 ],12,10,Jd Roberts
1804,Fall 2017,CSC 872 [01 ],19,20,Kazunori Okada
1805,Fall 2017,CSC 877 [01 ],8,20,Rahul Singh
1806,Fall 2017,CSC 890 [01 ],13,20,Hui Yang
1807,Fall 2017,CSC 893 [01 ],0,10,To be announced
1808,Fall 2017,CSC 895 [01 ],0,0,To be announced
1809,Fall 2017,CSC 897 [01 ],0,24,To be announced
1810,Fall 2017,CSC 898 [01 ],0,0,To be announced
1811,Fall 2017,CSC 899 [01 ],0,15,To be announced
1812,Fall 2017,CSC 720 [01 ],12,20,Arno Puder
1813,Fall 2017,CSC 745 [01 ],7,10,Hao Yue
1814,Fall 2017,CSC 775 [01 ],5,10,Anagha Kulkarni
1815,Fall 2017,CSC 775 [02 ],1,10,Maryam Hasan
1816,Fall 2017,CSC 780 [01 ],13,20,Christopher Kriese
1817,Fall 2017,CSC 810 [01 ],29,40,Chin Wong
1818,Fall 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
1819,Fall 2017,CSC 848 [01 ],3,5,Anthony Souza
1820,Fall 2017,CSC 848 [02 ],7,10,Anthony Souza
1821,Fall 2017,CSC 857 [01 ],6,20,Rahul Singh
1822,Fall 2017,CSC 867 [01 ],12,10,Jd Roberts
1823,Fall 2017,CSC 872 [01 ],19,20,Kazunori Okada
1824,Fall 2017,CSC 877 [01 ],8,20,Rahul Singh
1825,Fall 2017,CSC 890 [01 ],13,20,Hui Yang
1826,Fall 2017,CSC 893 [01 ],0,10,To be announced
1827,Fall 2017,CSC 895 [01 ],0,0,To be announced
1828,Fall 2017,CSC 897 [01 ],0,24,To be announced
1829,Fall 2017,CSC 898 [01 ],0,0,To be announced
1830,Fall 2017,CSC 899 [01 ],0,15,To be announced
1831,Fall 2017,CSC 720 [01 ],12,20,Arno Puder
1832,Fall 2017,CSC 745 [01 ],7,10,Hao Yue
1833,Fall 2017,CSC 775 [01 ],5,10,Anagha Kulkarni
1834,Fall 2017,CSC 775 [02 ],1,10,Maryam Hasan
1835,Fall 2017,CSC 780 [01 ],13,20,Christopher Kriese
1836,Fall 2017,CSC 810 [01 ],29,40,Chin Wong
1837,Fall 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
1838,Fall 2017,CSC 848 [01 ],3,5,Anthony Souza
1839,Fall 2017,CSC 848 [02 ],7,10,Anthony Souza
1840,Fall 2017,CSC 857 [01 ],6,20,Rahul Singh
1841,Fall 2017,CSC 867 [01 ],12,10,Jd Roberts
1842,Fall 2017,CSC 872 [01 ],19,20,Kazunori Okada
1843,Fall 2017,CSC 877 [01 ],8,20,Rahul Singh
1844,Fall 2017,CSC 890 [01 ],13,20,Hui Yang
1845,Fall 2017,CSC 893 [01 ],0,10,To be announced
1846,Fall 2017,CSC 895 [01 ],0,0,To be announced
1847,Fall 2017,CSC 897 [01 ],0,24,To be announced
1848,Fall 2017,CSC 898 [01 ],0,0,To be announced
1849,Fall 2017,CSC 899 [01 ],0,15,To be announced
1850,Spring 2017,CSC 210 [01 ],56,50,Veronica Yuen
1851,Spring 2017,CSC 210 [02 ],59,60,Rajani Shivaraj Maski
1852,Spring 2017,CSC 210 [03 ],50,50,Tyler Westerman
1853,Spring 2017,CSC 210 [04 ],57,55,Paul Sladek
1854,Spring 2017,CSC 210 [05 ],58,55,Shivam Daryanani
